osoba_id,email,telefon,ulica,numer_domu,miasto,kod_pocztowy,kraj
bada4293-77bc-4392-bed5-b39493973ff0,johnhunter@example.org,+1-898-823-5196x55837,Jensen Common,081,Patriciabury,30011,India
e80cc44a-ed6f-4f3f-9911-03e55ed5de4d,janice93@example.com,996-764-4060x22593,Fernando Burg,376,South Tammy,37128,Jersey
ed38d377-52d4-46a7-8f8d-affac56fc0cb,dcochran@example.com,001-879-601-3144x55970,Joseph Keys,1832,Parkerton,98874,Colombia
a06253cb-70ff-4a5f-9c00-d661767df3fe,timothymiller@example.com,+1-663-550-0557x5450,Adams Estates,874,Lake Lucas,74566,Bouvet Island (Bouvetoya)
a9f4e33b-6bc7-4ee9-93bb-265fb4e9f93c,timothyanderson@example.com,+1-354-391-2135x510,Ferrell Harbor,82266,East Tonytown,12291,Libyan Arab Jamahiriya
c0b461e6-61f4-4e7d-8427-46f960bc05f4,petersonemma@example.net,(977)318-3502x8005,Ford Cliff,465,Loweryberg,49181,Timor-Leste
ec538970-5888-45af-80fa-3bc374bb6a01,adrianbrown@example.net,(456)346-1976x22449,Zachary Fork,1186,New Whitney,25959,Myanmar
c2c55a3f-dba9-4be7-a8a2-f0a928179ece,jhale@example.com,(877)432-2552,Christopher Streets,745,South Sharon,77998,Fiji
c84b1904-61ce-4fba-a2af-af784978a254,proberson@example.net,491-205-3255,Margaret Squares,4916,West Kevin,35487,Mozambique
137c0b2f-06c9-4b4a-ba90-4f3c3606b703,rachelmurray@example.net,6527735002,Darren Brook,7231,West Garyside,56466,Finland
2116534c-e376-4604-baf1-0783a0e67da8,nancy63@example.org,(879)794-5475x4264,Stephens Shore,8980,South Kathleen,69337,Afghanistan
4a436e7f-54e2-40b4-8963-c992a6762e94,millerjocelyn@example.net,001-213-492-5227x3673,Valerie Track,86181,North Alexamouth,84916,United Arab Emirates
2f6c08ba-1034-424a-9b4e-01c4c501e24d,cabreracraig@example.org,(219)250-3922x819,Brock Drive,1784,Muellertown,88960,Bolivia
8cff0c0e-0462-4141-9f41-7c4b3f832cbc,kbond@example.com,890.329.4158x2019,Vasquez Isle,758,New Kennethport,75434,Isle of Man
9663671f-a48a-421f-bd95-e2eee341386a,allencindy@example.com,001-552-816-7720x84991,Ryan Motorway,171,Campbelltown,05370,Jordan
331edd80-d448-4b1d-ade0-09e80b5f6c0b,rebeccawhite@example.com,(314)996-2900x237,Yates Orchard,52303,Christopherview,94053,Cuba
f89d7f8b-1705-4e6f-baa1-f358fa55b0b2,whansen@example.net,001-495-519-1856x42064,Shannon Hollow,145,Peggyfurt,73116,Cameroon
2299882a-5bb6-4854-881b-9bd2694fc245,vtaylor@example.org,(598)490-8411x53728,Hamilton Brook,118,Port Jeffrey,70812,Sao Tome and Principe
5cbe8339-0c60-4204-8e46-a52e32d232f4,haley80@example.org,+1-657-270-5818x13457,Stephen Stravenue,66509,Scottchester,88242,New Caledonia
aa0a2b9c-8657-4449-813a-8ee1c825d86f,rprice@example.org,210-782-5751x573,Fisher Points,4058,West Laurenside,27839,Faroe Islands
6c41bbc7-f2e2-4c0c-86a7-2d7f4c3b63be,john01@example.net,+1-955-749-7259,James Villages,9923,North Sarahview,25242,Saint Helena
7d00d3cb-9136-4cdd-b898-198c5438d5c5,crystalfoster@example.org,947.295.8383,Gina Ferry,581,Fletcherton,25741,France
4d4283e7-0156-446c-afaf-64fa654d8432,mholland@example.org,(807)499-2633x94242,Nicholas Court,0580,Marquezmouth,18218,Pakistan
fb58946a-1eab-445b-b0e7-66edcac53be8,christopher23@example.org,380-258-6105x9370,Latoya Expressway,912,West Danny,51327,Tonga
16b4ca54-00e4-4261-b55d-d5d41ecae881,kelliwalter@example.org,854-288-1024,Edward Common,37741,South Alexisbury,83947,Russian Federation
74007823-0487-443a-80b0-e1a096652f2c,pmoore@example.net,(555)745-2272,Stacey Gardens,7595,Johnsonview,50102,Cyprus
1389253c-6f34-4f40-ac79-4957e231aeec,flynnchristine@example.org,668.760.9252x0286,Sharon Plains,735,New Wayne,73958,Lao People's Democratic Republic
a9d5e477-04b9-4601-be56-ca446ef9b214,cannonjasmine@example.org,+1-587-758-0134,Gomez Prairie,457,West Stephenbury,13854,Saint Martin
0e04cdd2-05b4-471e-af13-4bc3c89796ef,elizabeth38@example.com,(636)432-2943,Griffith Summit,959,Lake Tara,47851,Liberia
7fab80ae-f72a-471c-952e-251cf1623846,lrodgers@example.com,(204)698-1731,Jones Inlet,0529,Douglasshire,51495,Bolivia
bf214304-7651-4e0b-8820-a8059fcee46d,daniellesmith@example.org,(896)284-7779,Graham Valleys,99093,Shawland,40361,Malaysia
01e513fb-b65b-4ffb-8591-45c20287df1a,april22@example.net,491-276-0839x96998,Casey Crest,8297,North Jamiehaven,98280,Singapore
04a635d5-06e1-4848-9de9-19bda8bcd7e7,jeffrey22@example.org,(401)721-2927x8377,Steele Drives,79626,Lynchville,30652,Bouvet Island (Bouvetoya)
eac2da54-bb9d-4167-96a4-9f2cd20363ba,jonesjoseph@example.net,001-218-511-9866x7686,Brandi Green,507,East Heather,26524,Western Sahara
aebaa812-d9fd-4ea9-81e5-45919032839e,jacob41@example.net,929.381.5849x8496,Gary Cliffs,0421,North Gregorymouth,03111,Zambia
684d4b97-86d3-4081-b523-6bc52ee139a2,traci20@example.net,001-998-925-5323x68571,Pope Shores,700,West Kathleenmouth,79430,Eritrea
fa7cc769-7bb0-493f-8e3b-f500632cb8c7,crystalfloyd@example.com,724.730.5350x6760,Burns Point,19951,Briantown,26057,Equatorial Guinea
cb2eb435-42b9-4ed7-93c3-bbcae9f62551,haroldanderson@example.com,968.706.8514x540,Larson Club,2634,Longchester,98552,Cyprus
49292495-e80f-4dd9-9d9a-a24c227bed56,michael72@example.org,3706473360,Donna Inlet,355,Lake Zachary,66033,Pakistan
46ea734a-a43a-4e5c-ba36-e74c68cf473e,sethpetty@example.org,791.545.6896,Rodney Turnpike,9694,Portermouth,66985,Greece
d2a5e495-412b-4a63-8eba-ec4bf9c922f2,joshuathornton@example.com,200.634.3461x2012,Montoya Drive,4418,Haleystad,76174,Philippines
60e4ff9f-8bfd-4edf-8df1-c8d1966b1d8a,reyessusan@example.net,700-906-9914x3610,Craig Keys,54917,Edwardport,55307,Portugal
9f7d1e74-4fb5-48c3-8fe5-dd5e75a05e22,escobarnathan@example.org,808.461.3205x7129,Robyn Court,23796,West Nicholasbury,93838,Central African Republic
21dff5c6-1141-49da-8b9c-d08bd9878e30,kathleentucker@example.com,001-737-518-3772,Joe Highway,096,Lake Olivia,03825,Lithuania
d9abbe14-254e-40bc-bf77-e05a0bb6acfd,barbaradavis@example.org,887-248-4023x423,Michelle Estate,153,Timothyfurt,92320,Iceland
10499d1d-fcd6-4868-91ac-3b8f5a94ff81,reyesamanda@example.net,(704)275-7587,Tanya Via,4937,Kellyburgh,97500,Saint Helena
22066b9d-06a5-4063-9efd-458e5e6be246,dhuff@example.org,245-359-4874x4445,Thompson Pike,286,Beanberg,95978,American Samoa
3cea8ce4-80ff-4f5e-b5cf-c43a5da40731,sherricain@example.net,6738928693,Marcus Mews,110,Port Jacqueline,17800,Tunisia
729dfb86-b92f-44d3-874b-ae4a5f8c93c5,stevenwilliams@example.org,001-470-738-4678x6622,Matthew Bypass,2537,New Timothyfort,47736,Papua New Guinea
48c22be0-9921-4550-9363-ac2fb8f78e64,chenrobert@example.net,+1-967-545-1950x9707,Hunter Street,50589,Lisaport,81109,United States Minor Outlying Islands
0c0e2cf2-c37c-40ae-aee3-4e1158574579,williamskimberly@example.net,618-876-7921,Tucker Station,09057,North Davidshire,96538,China
861b8d67-860d-4552-b246-d22d399c7be1,miranda37@example.org,+1-291-599-3280x53704,Cameron Cove,92704,Andersentown,86728,Cyprus
fcd6ca6c-57be-4833-bd0d-3c7598b79095,sboyd@example.com,001-926-281-8704x70014,Watson Cliff,4711,West Sarafurt,69615,Greenland
999f769d-7495-4a00-8049-e7dbff51d63d,ashley05@example.net,690.421.7915,Richard Fords,92352,East Laurenshire,16006,Montenegro
34a16c77-5b33-4a23-9ebb-881b1675f3b8,qtodd@example.com,(907)235-1991x47964,Blake Springs,72390,Lake Christopherburgh,91432,Jamaica
930dfeeb-201c-49bd-8842-7c40783f4cbf,jaclynlarson@example.com,873.932.8895x5727,Patel Mills,6349,Barbaraview,86300,Pakistan
84eebf94-f10e-423c-9fc8-c69aa2fd1649,morgandylan@example.com,402-683-1605,Evans Ford,234,New Erica,86337,Hungary
ba911e82-f820-407a-b9d8-286603abceca,mary50@example.com,001-715-745-0249x665,Thomas Curve,5342,Gloverfort,64433,Guernsey
f4d372b7-a38e-4942-9c72-f75b5767a545,bonnie93@example.org,517.880.7973,Richard Stravenue,92293,Smithhaven,65063,Guyana
2d19fb2b-a47b-4e6e-b4d0-0d8b0545a34b,dixonkimberly@example.com,001-508-706-3243x52879,Stanley Streets,08174,Natalieburgh,45640,Martinique
734b2f43-a9e4-47a0-abf1-877c80cd26f0,kphillips@example.com,001-459-910-4223x26756,Moss Spring,7567,Cantrellchester,75430,Tokelau
65d1c008-c6f5-4281-9446-8aba70162678,robert85@example.org,7719588697,Kristin Shore,1684,West David,89286,Morocco
3245b147-005f-4e9c-881f-ef958185098d,rprice@example.net,+1-778-356-3744x01733,David Unions,277,South Meganstad,73184,Bahrain
d5566500-097b-43d0-a03a-db7f21e2e91c,mark40@example.org,915-448-1863,Ricky Rapids,01759,Erikastad,41450,Kuwait
d2329b32-541d-4337-b93e-17a4366a7509,zachary84@example.com,631-733-5833,Odonnell Dale,23899,Vasquezfort,38569,Armenia
79e6215e-45a4-4aad-80b0-6e824978349f,lisawilcox@example.com,(644)762-7606x966,Anthony Islands,317,Thorntonbury,19536,San Marino
44c4394b-c90d-4ea6-aa4f-1b7eebfdedd5,lori43@example.com,306-803-9251,Alicia Forge,73356,Danielview,42394,Eritrea
75883af6-771c-4f64-8bac-e96f0e2ae4fe,shawn69@example.org,001-820-639-0900,Bennett Fords,91905,Fryeburgh,09729,Svalbard & Jan Mayen Islands
066ae29d-2f8b-40f4-81bd-142d4bc44d50,gail61@example.org,470.212.7848,Jeffrey Track,944,East Kimberlyhaven,89961,North Macedonia
80dd9d82-3825-4b9c-912f-35f8488c6cce,sullivanryan@example.com,(563)302-2865,Lauren Knoll,5439,Port Audrey,32516,Saint Kitts and Nevis
86949b18-1fa4-41a4-a332-c0384fd85781,hannah09@example.com,+1-450-629-9383x1101,Young Hill,5483,Charlesview,72323,Mozambique
0a61279b-f646-4912-868d-5a296cf3cdfa,tcook@example.com,+1-750-869-9377x809,Anderson Ports,88643,Lake Lisa,41339,Angola
7d85c775-ee6a-4b57-8a18-08e2addf379c,ryansullivan@example.org,(571)638-1949x74866,Caroline Wall,802,North Robertmouth,78977,Czech Republic
8cccf1f9-8ac9-4c28-b90b-c2b96892fc99,markallen@example.org,3642281169,Daniel Dale,445,Bauerbury,46114,Lithuania
62b60373-03b8-4fc1-ad60-82f221c647f2,isaiahhampton@example.org,(881)449-2361x59164,Tony Shores,202,South Michael,11165,New Caledonia
c37bf401-3ef0-47a8-a1dc-39673b77b40c,huntgerald@example.net,(205)606-3852,Erin Mount,141,Port Jill,77499,Sri Lanka
bd3d7552-aed9-47d9-a6e7-06b04b3287aa,ndavis@example.org,(746)814-7088x9398,Jennifer Lake,31333,Robertburgh,62155,Antarctica (the territory South of 60 deg S)
744e9ad1-e4d2-488e-9242-e4dba14bd88b,daviskathy@example.org,6717726909,Christopher Spring,07185,Hernandezberg,94361,Venezuela
b587ce43-8287-4fca-9c88-d304af29014c,lisa59@example.org,+1-540-597-4241x91750,Denise Brook,4204,East Katrinaview,74562,Moldova
a48b5fa3-bd16-4974-a897-cc3347f6fbfd,cwalters@example.org,922.975.9690,Scott Street,44866,North Lawrence,47323,Norway
d44d94b0-394a-4b34-89e3-c87b85a32207,wolfjohn@example.org,(400)240-5029,Ramos Meadow,42724,West Kristin,51131,Mali
79c0471b-e2a8-41df-a64c-ecafe6546b2a,albertmartin@example.net,461-575-2541x647,Amanda Ways,965,Kingside,31603,Bulgaria
2aa5ce3f-91d2-4708-954e-c8241a2cad36,lhendricks@example.org,312-207-8928,Joshua Coves,788,Roweton,75545,Namibia
4bf12690-8ee9-4ac5-846f-a02170106b1b,tpeterson@example.org,001-234-582-0449x3195,Wesley Manor,483,North Mark,95922,Pakistan
817ef85c-c265-4d08-8cbe-eff7ddc49f12,jameswhite@example.net,001-721-998-6440x811,Veronica Shores,3405,Thomasmouth,77623,Luxembourg
f71ced28-f693-482f-aed0-8b2cc3abf549,john43@example.net,001-202-730-4207x73508,Moore Walk,6601,Huntside,20376,Aruba
e91db843-0952-4e26-bb36-193cb5a19f87,snyderdarlene@example.com,+1-821-980-9404,Bartlett Stream,66611,Lake Dawnmouth,83223,Mali
81ea5ce1-b8c3-4c7c-bb2d-2b0a4c3bb134,shawna70@example.net,(282)686-0929,Smith Plaza,67906,Maxwellberg,71967,Papua New Guinea
17dc9cb0-8d5b-4eeb-8424-9a0d00463ace,colemanshane@example.org,+1-975-578-7213x095,Russell Springs,265,Rebeccafurt,19098,Tonga
e0e81a63-cb3e-44f4-a3fb-74c82aa89c71,smithkathryn@example.org,556.638.3955x8589,Tina Union,453,Williamsview,03897,Guernsey
f8d4ae9c-ac50-4d7b-a231-8911dd3c5e8a,mcknightmichael@example.net,001-511-309-5895x1261,Guzman Burg,8459,South Sarah,68441,Northern Mariana Islands
72e5fb37-c54a-4bd4-b389-491068984bc6,dwyatt@example.net,423-478-1502,Teresa Trafficway,335,Moralesburgh,57412,Brazil
f6b98d04-1f8c-4ee8-9ba5-02a186bb8d08,ssandoval@example.com,(282)889-0741x462,Kelley Crest,514,Reedmouth,50771,United Kingdom
920efffa-c32f-4ee8-83ef-c7a4877cf63a,tsmith@example.com,307-298-4280x697,Holland Prairie,09908,New Sheilabury,93995,Macao
38f2d460-7446-4c32-b80f-9fa261e9ba6b,hlawson@example.com,354.973.8736x755,Brown Loop,3541,Scottburgh,36940,Serbia
4a042f97-a3eb-4731-9708-620bb860b844,abrown@example.com,411.971.0514x121,Ward Burg,99572,East Joeton,22368,Ukraine
57ef7a3f-e639-4328-9a24-d5e43313256f,cdavis@example.net,352.796.6617x160,Kevin Prairie,018,West Joseph,72304,Seychelles
885d876f-9e03-4486-bb84-8f66b2fc80dc,bridgetsalas@example.net,547.613.3866x4352,William Garden,69738,Garyton,56937,Svalbard & Jan Mayen Islands
6c6d293e-4c6a-413b-8537-a3a524a7b810,phillip56@example.com,592-678-2790,Roman Falls,395,South Jasonton,88840,Pakistan
51a8c190-586a-4c53-9efe-bdcf24e92b83,wperry@example.net,(799)913-6861x940,Santana Mountain,542,East Maryburgh,21235,Greenland
1e7e453c-f71f-4e48-8c7d-2d67df45d177,cooperchristina@example.org,001-560-243-4732x4953,Brandon Springs,6282,Kathrynview,60362,Myanmar
785b873b-4ec1-41e7-852e-20299f8c9037,courtney66@example.net,259.375.8340x144,Andrew Spur,1783,East Scott,37414,Andorra
f0988757-067b-4ffc-b38c-c19cda6846e1,lopezandrew@example.net,6435830672,Ronald Rapids,47294,West Brittneyport,15361,Andorra
1d3b8707-0f6c-4271-9fde-041d37773355,stacy01@example.com,+1-684-256-0524,Ritter Passage,7630,Johnsonborough,40412,Libyan Arab Jamahiriya
ecc06827-2590-4051-b5cc-5de16382bfc7,wolferobert@example.org,(330)204-3827,Ralph Roads,5784,Rollinsbury,71815,Montenegro
e1884ffe-0230-470f-ad56-893d6139ad17,wolfmichael@example.org,415.413.0432x439,Dwayne Freeway,11970,West Sheila,84442,Heard Island and McDonald Islands
e904d43f-044e-4ce9-9dbe-071e240661cf,davidjoyce@example.net,219-399-2417x860,Gordon Locks,26742,Dixonville,92948,Guyana
4c7ff9e1-75fb-498d-9732-0b655988868e,emilyreynolds@example.com,+1-449-552-7161x5091,Wilson Plain,7829,Port Lauren,46577,Latvia
e4bcb02f-e7fd-4468-bf9f-5fbc8f42e94b,kevin57@example.com,290.716.6738x84717,Emily Park,3839,Allenmouth,28583,Qatar
ce40912a-0fc0-4026-a6ac-cb675e800e9a,williamrobertson@example.org,697.336.3851x4930,Gutierrez Plains,5603,Sandraville,11890,Burkina Faso
090f91d4-adef-4c46-8bd8-ed912730fe4e,jeff46@example.com,001-523-551-4517x346,Scott Spurs,2025,Chadberg,75719,Guernsey
a52d75af-cc72-49b9-a0b1-c2f43f09f532,bryanmurray@example.com,(854)406-1538x63216,Smith Ridges,95415,North Brittany,08752,Grenada
a9231bf1-2dec-4952-a2a4-3a92c28e5da9,reillynathan@example.net,8023213441,Brandon Mission,90798,South Austinborough,19174,Gabon
051a60af-b53a-45db-9ee7-e88a16e429ab,douglasanderson@example.net,(765)403-5862x313,Mary Bridge,409,East Thomasland,97200,British Virgin Islands
ea774ffe-7935-42b1-97af-79bac4efa3f6,martinruth@example.org,540-354-5896,Hill Lake,13345,Faulknerberg,06716,United States of America
dc0d293f-92cf-4d51-93a4-8335d1848170,cindy99@example.org,+1-809-979-7778x04628,Hogan Manor,41771,Meganbury,91276,Svalbard & Jan Mayen Islands
ea6d1890-5f0f-41fe-a7f0-467511012c0c,cassieholloway@example.com,814.728.2667x258,Mcknight Lights,36909,New Zacharyside,97982,Saint Barthelemy
80b64bce-17ed-4eb8-ac0b-bf6b161f7119,griffincaitlin@example.org,650-498-4286,Nicole Forge,695,East Bruce,72225,French Polynesia
b7666e8c-ab9b-4b81-8934-2fa72e584ca3,michaelwhite@example.net,(712)420-9361x11128,Rodriguez Union,283,Muellerbury,17030,Djibouti
64e3d4ca-9fb9-4ce4-bf98-421deb9e3d41,megan62@example.net,001-775-858-1319x289,Mcconnell Junction,60629,Bishopfurt,87001,Sierra Leone
d78114f9-9507-462b-a414-bb0943a073ef,everettcarl@example.org,(372)991-7646,David Center,87483,Flowerschester,82125,Western Sahara
1343e947-9b11-4aef-8cb7-aab2439f3b48,castroamanda@example.net,234.678.6866x89844,Osborne Haven,0758,Lake Denisefort,73888,Netherlands
6734da99-93bf-40bf-87a2-0cfd2f8060d0,warnerjustin@example.com,946.333.7027x03588,Ryan Keys,311,Jasminshire,51320,Antigua and Barbuda
f552102f-87b2-48c6-8d91-bd4b24caa16b,qwhite@example.com,001-487-307-5740x7845,Lee Crest,4344,West Richardtown,16118,Togo
d82372e8-c101-46ff-bdea-e484b5fa2e81,zgarcia@example.net,561-512-5502,Daniel Spurs,2283,Brandimouth,51114,Libyan Arab Jamahiriya
0952bb3c-adc4-4f8a-90eb-8c0e3863d45d,ggates@example.net,(789)420-8446x7405,Davenport Fall,916,West Cristian,25829,Bosnia and Herzegovina
d2536c7c-adda-454a-af16-c08e7793b87b,nconrad@example.net,422-222-3375,Elizabeth Ford,06133,South Maria,37290,China
21d55dbb-2745-4966-98b5-717860f475eb,melissafoster@example.net,(923)451-9427,Flowers Locks,32995,Theodoremouth,33537,Guinea
e006c326-f461-455d-88c0-438859dc4ea1,tonijones@example.net,001-894-825-3318,Clark Walk,4438,Elizabethburgh,18364,Belgium
32244ae8-589e-45b7-8161-4b56f7ded51b,glennpatricia@example.net,234.744.5604x138,Rojas Valleys,553,West Karenchester,72030,Philippines
7f86f9a0-a83a-4baf-a326-b48ce4fd3420,reevesdaniel@example.net,210.995.6778x6005,Baker Gardens,15260,Shawmouth,84827,Bouvet Island (Bouvetoya)
67117923-977f-4dfc-bcdf-737925ae42cc,brookshelen@example.net,835-232-7777,Alyssa Station,887,West Brian,21450,Chad
bd120849-e9f2-4635-b05c-6dadc5109eb3,timothy04@example.com,354.827.7111,Sandra Parkways,8455,Kristenton,47473,Lao People's Democratic Republic
a8ceb56c-8fd8-43c8-8f7b-9a9b7232dfbe,christina60@example.org,3703937895,Jodi Place,9281,Clarkshire,13773,Germany
14e44b0e-44ee-46de-a9d7-b8b4e1b82c23,shellygrant@example.com,539-813-6120x9840,Taylor Ways,0250,Christopherfort,74049,Lao People's Democratic Republic
73f7c330-fe00-4d76-8e75-0be77cf8ea62,christinele@example.com,001-821-673-2941x51956,Espinoza Fall,116,East Jenniferland,16260,Central African Republic
7f03d6b8-6b65-485a-b705-4e4ddfe46fb3,adam85@example.com,712.739.4384,Ruth Land,18923,Kingport,43977,Azerbaijan
3bc862f9-c61b-4c09-9fb6-e1f1a20d15db,jtaylor@example.net,827-568-3742x927,Flowers Crossing,547,North Travis,43571,Paraguay
28a51c25-b7f1-4f32-85e9-24990e6dea35,rhart@example.com,698-274-4981,Erin Crest,493,South Andrechester,65124,Slovakia (Slovak Republic)
eaa5ba84-e0ec-4b87-b948-93375f6d6abe,christian05@example.net,270.315.8048,Amanda Villages,408,New Brittany,40589,Uruguay
1eaf1f92-fbfa-48db-81c4-605cb17a54ba,orodriguez@example.com,964.550.3154x782,Robertson Mill,271,West Paulaville,80975,Jamaica
73601fb2-0fe0-4b74-878e-7fdb5d4bb60d,fullerdaniel@example.org,001-335-790-5606x306,Rice Spur,010,New Craigshire,22034,Cape Verde
4ddbcc4e-ec62-4d60-8ff9-b51dc9a5d73a,latoyaunderwood@example.org,+1-679-664-6290x85176,Blair Viaduct,44599,Travismouth,20106,Trinidad and Tobago
fdcad3af-a02a-41bc-9a12-bb4b330297ae,antonio13@example.net,001-351-850-4013,Heather Forge,520,Port Angel,59304,Uganda
bff2157b-b80e-4df7-b630-efd05e5de4f4,marc73@example.org,239.275.4220,Ashley Oval,59021,Michealview,17760,Luxembourg
0a74558c-6df4-4abe-9d0a-15a082de0624,yvonnehernandez@example.net,866-685-3241,Mary Throughway,8738,East Lauraborough,18286,El Salvador
4d0f5c09-9085-464a-aa90-1145b3a8ce50,kristyalexander@example.com,(208)693-2548x58274,Wright Grove,96724,East Michelleton,95368,Syrian Arab Republic
74ce928c-f433-4e5b-a765-2da4bc40ec2c,montoyajamie@example.com,271-843-8497,Tina Pike,0703,Port Kristinahaven,45176,Sierra Leone
243b5e2d-4c37-48fd-8bc0-1a95d201262b,jaredreed@example.org,724.600.6712x015,Jennifer Courts,2440,Katherinefurt,89288,Albania
f8355164-f9ea-4368-be41-8287fd0b2be9,mmorrison@example.org,8445559198,Caldwell Parkway,023,Strongside,55887,Saint Pierre and Miquelon
d98b2183-3ad3-49f8-bf96-066ba09690de,cooperdeborah@example.net,(367)692-1545x60733,Barnett Roads,8892,Wongberg,42404,Panama
2a7af499-34ea-418c-8532-6b31da20e8df,loriholt@example.net,(885)437-7668,Thomas Station,1208,Cruzfort,95223,Mauritania
eb4cdaf0-8490-4f51-acbf-ea70bb88032f,mcclurerobert@example.com,434-689-1849x541,Stacey Viaduct,5453,Colemanfort,50472,Antarctica (the territory South of 60 deg S)
2e268cbd-b343-4f81-9aef-89a5335ca3ff,erica50@example.net,(793)698-7134x759,Kayla Rue,84986,Santiagomouth,63295,Timor-Leste
5cb1bd29-c736-44aa-b6f8-d9b52a550cb0,stephensjulia@example.com,+1-655-804-4397x334,Jensen Lodge,9605,Muellerbury,94214,Palau
41bc1b95-4751-4940-ba1c-3384eeb8d96e,brownaaron@example.org,345-791-3238,Brandon Wells,855,Lawsonborough,50538,Madagascar
cebb1f0d-a105-446e-90fc-bbc3c08acfb7,tsanders@example.org,777.539.3242,Margaret Ramp,95527,East Savannah,80094,Cocos (Keeling) Islands
4591be95-a642-4a0d-8e74-e0c614e83858,snyderjulie@example.net,6112101774,Richard Pines,08834,South Melodyville,12633,Egypt
f66ee748-ad3e-4320-a513-a5dde17d8f08,alicia91@example.com,3225945614,Barajas Greens,24953,Jenniferborough,23455,Bermuda
f3d63d63-c0ca-4c59-924a-522e7ade9ca1,pacetoni@example.net,760.841.6790,Michael Plaza,554,Deckerfurt,94587,Ghana
067f9253-991b-45bf-bea1-2d7cdc64a836,uhuffman@example.net,(912)364-2913x1532,Wilson Club,9048,Lisaport,30302,Saint Pierre and Miquelon
4fe1fa65-42f1-46bd-a8cc-28edce372ebb,alicegreen@example.org,(903)864-2552x01639,Luke Mountains,89206,Port Donnafurt,09073,Estonia
